ix,iy,clng,clat,town,anchor_count,anchor_names,mentions_sum,oai_sum,poi_count,avg_rating,review_total,culture,tourism,mismatch,category
39,64,113.01575,23.08825,狮山镇,0,,0.0,0.0,9,0.0,0,0.0,17.15,17.15,双低空白
45,61,113.04275,23.07475,狮山镇,0,,0.0,0.0,22,0.0,0,0.0,23.36,23.36,双低空白
46,61,113.04725,23.07475,狮山镇,0,,0.0,0.0,33,0.0,0,0.0,26.27,26.27,一般地带
61,94,113.11475,23.22325,大沥镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
68,91,113.14625,23.20975,里水镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
16,39,112.91225,22.97575,丹灶镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
29,83,112.97075,23.17375,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
51,95,113.06975,23.22775,狮山镇,0,,0.0,0.0,63,0.0,0,0.0,30.98,30.98,一般地带
44,56,113.03825,23.05225,狮山镇,0,,0.0,0.0,24,0.0,0,0.0,23.98,23.98,双低空白
57,101,113.09675,23.25475,大沥镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
70,85,113.15525,23.18275,里水镇,0,,0.0,0.0,5,0.0,0,0.0,13.35,13.35,双低空白
41,6,113.02475,22.82725,丹灶镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
32,34,112.98425,22.95325,西樵镇,0,,0.0,0.0,8,0.0,0,0.0,16.37,16.37,双低空白
55,102,113.08775,23.25925,大沥镇,0,,0.0,0.0,4,0.0,0,0.0,11.99,11.99,双低空白
33,90,112.98875,23.20525,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
77,88,113.18675,23.19625,里水镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
32,84,112.98425,23.17825,狮山镇,0,,0.0,0.0,8,0.0,0,0.0,16.37,16.37,双低空白
36,74,113.00225,23.13325,狮山镇,0,,0.0,0.0,6,0.0,0,0.0,14.5,14.5,双低空白
33,8,112.98875,22.83625,丹灶镇,0,,0.0,0.0,6,0.0,0,0.0,14.5,14.5,双低空白
71,52,113.15975,23.03425,桂城街道,0,,0.0,0.0,35,0.0,0,0.0,26.7,26.7,一般地带
79,48,113.19575,23.01625,桂城街道,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
13,67,112.89875,23.10175,丹灶镇,0,,0.0,0.0,30,0.0,0,0.0,25.58,25.58,一般地带
66,74,113.13725,23.13325,里水镇,0,,0.0,0.0,7,0.0,0,0.0,15.49,15.49,双低空白
26,33,112.95725,22.94875,西樵镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
38,26,113.01125,22.91725,丹灶镇,0,,0.0,0.0,11,0.0,0,0.0,18.51,18.51,双低空白
56,76,113.09225,23.14225,大沥镇,0,,0.0,0.0,55,0.0,0,0.0,29.99,29.99,一般地带
69,47,113.15075,23.01175,桂城街道,0,,0.0,0.0,44,0.0,0,0.0,28.36,28.36,一般地带
21,65,112.93475,23.09275,丹灶镇,0,,0.0,0.0,4,0.0,0,0.0,11.99,11.99,双低空白
29,37,112.97075,22.96675,丹灶镇,0,,0.0,0.0,12,0.0,0,0.0,19.11,19.11,双低空白
71,67,113.15975,23.10175,里水镇,0,,0.0,0.0,37,0.0,0,0.0,27.1,27.1,一般地带
71,66,113.15975,23.09725,里水镇,0,,0.0,0.0,16,0.0,0,0.0,21.11,21.11,双低空白
71,56,113.15975,23.05225,桂城街道,0,,0.0,0.0,10,3.7,0,0.0,32.66,32.66,一般地带
58,100,113.10125,23.25025,大沥镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
64,101,113.12825,23.25475,里水镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
58,86,113.10125,23.18725,大沥镇,0,,0.0,0.0,24,0.0,11,0.0,40.38,40.38,一般地带
37,69,113.00675,23.11075,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
59,84,113.10575,23.17825,大沥镇,0,,0.0,0.0,10,0.0,0,0.0,17.86,17.86,双低空白
69,55,113.15075,23.04775,桂城街道,0,,0.0,0.0,12,0.0,0,0.0,19.11,19.11,双低空白
59,86,113.10575,23.18725,狮山镇,0,,0.0,0.0,5,0.0,0,0.0,13.35,13.35,双低空白
33,89,112.98875,23.20075,狮山镇,0,,0.0,0.0,5,0.0,0,0.0,13.35,13.35,双低空白
31,64,112.97975,23.08825,狮山镇,0,,0.0,0.0,6,0.0,0,0.0,14.5,14.5,双低空白
39,10,113.01575,22.84525,丹灶镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
27,76,112.96175,23.14225,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
38,78,113.01125,23.15125,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
79,67,113.19575,23.10175,里水镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
66,69,113.13725,23.11075,里水镇,0,,0.0,0.0,5,0.0,0,0.0,13.35,13.35,双低空白
79,68,113.19575,23.10625,大沥镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
82,54,113.20925,23.04325,桂城街道,0,,0.0,0.0,4,0.0,0,0.0,11.99,11.99,双低空白
58,71,113.10125,23.11975,大沥镇,0,,0.0,0.0,4,0.0,0,0.0,11.99,11.99,双低空白
55,58,113.08775,23.06125,大沥镇,0,,0.0,0.0,4,0.0,0,0.0,11.99,11.99,双低空白
73,70,113.16875,23.11525,里水镇,0,,0.0,0.0,20,0.0,3,0.0,31.83,31.83,一般地带
78,76,113.19125,23.14225,里水镇,0,,0.0,0.0,105,0.0,0,0.0,34.74,34.74,一般地带
67,84,113.14175,23.17825,里水镇,0,,0.0,0.0,12,0.0,0,0.0,19.11,19.11,双低空白
64,64,113.12825,23.08825,大沥镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
42,3,113.02925,22.81375,九江镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
88,44,113.23625,22.99825,桂城街道,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
31,83,112.97975,23.17375,狮山镇,0,,0.0,0.0,16,0.0,0,0.0,21.11,21.11,双低空白
61,63,113.11475,23.08375,大沥镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
54,72,113.08325,23.12425,大沥镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
33,75,112.98875,23.13775,狮山镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
60,62,113.11025,23.07925,大沥镇,0,,0.0,0.0,5,4.5,0,0.0,31.35,31.35,一般地带
52,93,113.07425,23.21875,大沥镇,0,,0.0,0.0,4,0.0,0,0.0,11.99,11.99,双低空白
70,75,113.15525,23.13775,里水镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
32,72,112.98425,23.12425,狮山镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
17,71,112.91675,23.11975,狮山镇,0,,0.0,0.0,7,0.0,0,0.0,15.49,15.49,双低空白
77,72,113.18675,23.12425,大沥镇,0,,0.0,0.0,5,0.0,0,0.0,13.35,13.35,双低空白
69,46,113.15075,23.00725,桂城街道,0,,0.0,0.0,6,0.0,0,0.0,14.5,14.5,双低空白
58,67,113.10125,23.10175,大沥镇,0,,0.0,0.0,4,5.0,0,0.0,31.99,31.99,一般地带
74,69,113.17325,23.11075,里水镇,0,,0.0,0.0,17,0.0,0,0.0,21.53,21.53,双低空白
28,25,112.96625,22.91275,西樵镇,0,,0.0,0.0,2,0.0,54,0.0,34.63,34.63,一般地带
80,54,113.20025,23.04325,桂城街道,0,,0.0,0.0,6,0.0,0,0.0,14.5,14.5,双低空白
68,47,113.14625,23.01175,桂城街道,0,,0.0,0.0,14,0.0,0,0.0,20.18,20.18,双低空白
78,86,113.19125,23.18725,里水镇,0,,0.0,0.0,130,0.0,0,0.0,36.32,36.32,一般地带
71,68,113.15975,23.10625,里水镇,0,,0.0,0.0,7,0.0,0,0.0,15.49,15.49,双低空白
23,59,112.94375,23.06575,狮山镇,0,,0.0,0.0,27,0.0,0,0.0,24.82,24.82,双低空白
31,44,112.97975,22.99825,丹灶镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
16,40,112.91225,22.98025,丹灶镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
36,24,113.00225,22.90825,丹灶镇,0,,0.0,0.0,5,0.0,0,0.0,13.35,13.35,双低空白
31,35,112.97975,22.95775,西樵镇,0,,0.0,0.0,13,0.0,0,0.0,19.66,19.66,双低空白
32,35,112.98425,22.95775,丹灶镇,0,,0.0,0.0,15,0.0,0,0.0,20.66,20.66,双低空白
65,97,113.13275,23.23675,里水镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
66,95,113.13725,23.22775,里水镇,0,,0.0,0.0,4,0.0,0,0.0,11.99,11.99,双低空白
15,49,112.90775,23.02075,丹灶镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
68,68,113.14625,23.10625,里水镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
40,25,113.02025,22.91275,丹灶镇,0,,0.0,0.0,16,0.0,0,0.0,21.11,21.11,双低空白
28,28,112.96625,22.92625,西樵镇,0,,0.0,0.0,8,0.0,0,0.0,16.37,16.37,双低空白
31,27,112.97975,22.92175,西樵镇,0,,0.0,0.0,9,0.0,0,0.0,17.15,17.15,双低空白
30,30,112.97525,22.93525,西樵镇,0,,0.0,0.0,14,3.83,0,0.0,35.5,35.5,一般地带
58,59,113.10125,23.06575,大沥镇,0,,0.0,0.0,2,5.0,0,0.0,28.18,28.18,一般地带
51,79,113.06975,23.15575,大沥镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
35,13,112.99775,22.85875,丹灶镇,0,,0.0,0.0,6,0.0,0,0.0,14.5,14.5,双低空白
72,58,113.16425,23.06125,桂城街道,0,,0.0,0.0,5,0.0,0,0.0,13.35,13.35,双低空白
22,28,112.93925,22.92625,西樵镇,0,,0.0,0.0,11,0.0,1,0.0,23.09,23.09,双低空白
29,25,112.97075,22.91275,西樵镇,0,,0.0,0.0,15,0.0,0,0.0,20.66,20.66,双低空白
27,44,112.96175,22.99825,丹灶镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
29,28,112.97075,22.92625,西樵镇,0,,0.0,0.0,7,0.0,6,0.0,28.33,28.33,一般地带
77,77,113.18675,23.14675,里水镇,0,,0.0,0.0,10,0.0,0,0.0,17.86,17.86,双低空白
28,27,112.96625,22.92175,西樵镇,0,,0.0,0.0,5,0.0,11,0.0,29.75,29.75,一般地带
28,59,112.96625,23.06575,狮山镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
87,51,113.23175,23.02975,桂城街道,0,,0.0,0.0,15,0.0,0,0.0,20.66,20.66,双低空白
54,80,113.08325,23.16025,大沥镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
12,58,112.89425,23.06125,丹灶镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
9,14,112.88075,22.86325,西樵镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
38,61,113.01125,23.07475,狮山镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
38,59,113.01125,23.06575,狮山镇,0,,0.0,0.0,4,0.0,0,0.0,11.99,11.99,双低空白
44,57,113.03825,23.05675,狮山镇,0,,0.0,0.0,5,0.0,0,0.0,13.35,13.35,双低空白
78,66,113.19125,23.09725,里水镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
39,59,113.01575,23.06575,狮山镇,0,,0.0,0.0,4,0.0,0,0.0,11.99,11.99,双低空白
27,61,112.96175,23.07475,丹灶镇,0,,0.0,0.0,2,0.0,1,0.0,12.76,12.76,双低空白
82,52,113.20925,23.03425,桂城街道,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
61,59,113.11475,23.06575,大沥镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
35,31,112.99775,22.93975,西樵镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
63,78,113.12375,23.15125,里水镇,0,,0.0,0.0,6,0.0,0,0.0,14.5,14.5,双低空白
26,75,112.95725,23.13775,狮山镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
32,32,112.98425,22.94425,西樵镇,0,,0.0,0.0,13,0.0,0,0.0,19.66,19.66,双低空白
12,35,112.89425,22.95775,西樵镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
67,69,113.14175,23.11075,里水镇,0,,0.0,0.0,28,0.0,0,0.0,25.09,25.09,一般地带
72,103,113.16425,23.26375,里水镇,0,,0.0,0.0,10,0.0,9,0.0,33.06,33.06,一般地带
76,50,113.18225,23.02525,桂城街道,0,,0.0,0.0,5,0.0,0,0.0,13.35,13.35,双低空白
82,49,113.20925,23.02075,桂城街道,0,,0.0,0.0,6,0.0,0,0.0,14.5,14.5,双低空白
76,77,113.18225,23.14675,里水镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
57,57,113.09675,23.05675,大沥镇,0,,0.0,0.0,5,0.0,0,0.0,13.35,13.35,双低空白
42,88,113.02925,23.19625,狮山镇,0,,0.0,0.0,9,0.0,0,0.0,17.15,17.15,双低空白
50,95,113.06525,23.22775,大沥镇,0,,0.0,0.0,9,0.0,0,0.0,17.15,17.15,双低空白
38,25,113.01125,22.91275,九江镇,0,,0.0,0.0,15,0.0,0,0.0,20.66,20.66,双低空白
57,61,113.09675,23.07475,大沥镇,0,,0.0,0.0,6,0.0,0,0.0,14.5,14.5,双低空白
55,57,113.08775,23.05675,大沥镇,0,,0.0,0.0,7,0.0,0,0.0,15.49,15.49,双低空白
65,68,113.13275,23.10625,里水镇,0,,0.0,0.0,11,0.0,0,0.0,18.51,18.51,双低空白
29,23,112.97075,22.90375,西樵镇,0,,0.0,0.0,4,0.0,0,0.0,11.99,11.99,双低空白
67,61,113.14175,23.07475,桂城街道,0,,0.0,0.0,7,0.0,0,0.0,15.49,15.49,双低空白
51,69,113.06975,23.11075,大沥镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
13,49,112.89875,23.02075,丹灶镇,0,,0.0,0.0,7,0.0,0,0.0,15.49,15.49,双低空白
16,50,112.91225,23.02525,丹灶镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
44,60,113.03825,23.07025,狮山镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
86,46,113.22725,23.00725,桂城街道,0,,0.0,0.0,4,0.0,0,0.0,11.99,11.99,双低空白
29,45,112.97075,23.00275,丹灶镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
59,64,113.10575,23.08825,大沥镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
17,33,112.91675,22.94875,西樵镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
72,64,113.16425,23.08825,里水镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
65,74,113.13275,23.13325,里水镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
13,44,112.89875,22.99825,丹灶镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
33,22,112.98875,22.89925,丹灶镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
40,77,113.02025,23.14675,狮山镇,0,,0.0,0.0,4,0.0,0,0.0,11.99,11.99,双低空白
51,92,113.06975,23.21425,大沥镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
63,65,113.12375,23.09275,大沥镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
69,71,113.15075,23.11975,大沥镇,0,,0.0,0.0,8,0.0,0,0.0,16.37,16.37,双低空白
37,24,113.00675,22.90825,九江镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
69,70,113.15075,23.11525,里水镇,0,,0.0,0.0,9,0.0,0,0.0,17.15,17.15,双低空白
76,79,113.18225,23.15575,里水镇,0,,0.0,0.0,1,0.0,1,0.0,9.74,9.74,双低空白
75,66,113.17775,23.09725,大沥镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
80,86,113.20025,23.18725,里水镇,0,,0.0,0.0,16,0.0,0,0.0,21.11,21.11,双低空白
58,87,113.10125,23.19175,大沥镇,0,,0.0,0.0,18,0.0,0,0.0,21.94,21.94,双低空白
26,73,112.95725,23.12875,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
39,66,113.01575,23.09725,狮山镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
13,45,112.89875,23.00275,丹灶镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
54,83,113.08325,23.17375,大沥镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
52,59,113.07425,23.06575,大沥镇,0,,0.0,0.0,6,0.0,0,0.0,14.5,14.5,双低空白
38,69,113.01125,23.11075,狮山镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
34,13,112.99325,22.85875,丹灶镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
80,68,113.20025,23.10625,大沥镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
25,84,112.95275,23.17825,狮山镇,0,,0.0,0.0,5,0.0,0,0.0,13.35,13.35,双低空白
75,67,113.17775,23.10175,里水镇,0,,0.0,0.0,7,0.0,0,0.0,15.49,15.49,双低空白
55,70,113.08775,23.11525,大沥镇,0,,0.0,0.0,6,0.0,0,0.0,14.5,14.5,双低空白
39,56,113.01575,23.05225,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
42,57,113.02925,23.05675,狮山镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
27,82,112.96175,23.16925,狮山镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
74,73,113.17325,23.12875,里水镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
54,78,113.08325,23.15125,大沥镇,0,,0.0,0.0,7,0.0,0,0.0,15.49,15.49,双低空白
42,4,113.02925,22.81825,九江镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
42,89,113.02925,23.20075,狮山镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
59,79,113.10575,23.15575,大沥镇,0,,0.0,0.0,6,0.0,0,0.0,14.5,14.5,双低空白
89,45,113.24075,23.00275,桂城街道,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
42,59,113.02925,23.06575,狮山镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
19,20,112.92575,22.89025,西樵镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
80,49,113.20025,23.02075,桂城街道,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
76,75,113.18225,23.13775,里水镇,0,,0.0,0.0,9,0.0,0,0.0,17.15,17.15,双低空白
70,72,113.15525,23.12425,里水镇,0,,0.0,0.0,8,3.7,0,0.0,31.17,31.17,一般地带
38,19,113.01125,22.88575,丹灶镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
39,55,113.01575,23.04775,丹灶镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
27,81,112.96175,23.16475,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
21,83,112.93475,23.17375,狮山镇,0,,0.0,0.0,4,0.0,0,0.0,11.99,11.99,双低空白
25,71,112.95275,23.11975,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
34,90,112.99325,23.20525,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
47,94,113.05175,23.22325,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
73,96,113.16875,23.23225,里水镇,0,,0.0,0.0,4,0.0,0,0.0,11.99,11.99,双低空白
62,80,113.11925,23.16025,里水镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
80,67,113.20025,23.10175,里水镇,0,,0.0,0.0,5,0.0,0,0.0,13.35,13.35,双低空白
22,29,112.93925,22.93075,西樵镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
78,64,113.19125,23.08825,里水镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
59,81,113.10575,23.16475,大沥镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
41,88,113.02475,23.19625,狮山镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
72,85,113.16425,23.18275,里水镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
40,3,113.02025,22.81375,九江镇,0,,0.0,0.0,6,0.0,0,0.0,14.5,14.5,双低空白
77,65,113.18675,23.09275,大沥镇,0,,0.0,0.0,7,0.0,0,0.0,15.49,15.49,双低空白
67,62,113.14175,23.07925,里水镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
51,73,113.06975,23.12875,大沥镇,0,,0.0,0.0,9,0.0,0,0.0,17.15,17.15,双低空白
62,79,113.11925,23.15575,里水镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
29,67,112.97075,23.10175,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
31,63,112.97975,23.08375,狮山镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
75,88,113.17775,23.19625,里水镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
58,66,113.10125,23.09725,大沥镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
63,79,113.12375,23.15575,里水镇,0,,0.0,0.0,15,0.0,0,0.0,20.66,20.66,双低空白
74,84,113.17325,23.17825,里水镇,0,,0.0,0.0,1,0.0,2,0.0,12.41,12.41,双低空白
67,88,113.14175,23.19625,里水镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
39,27,113.01575,22.92175,丹灶镇,0,,0.0,0.0,5,0.0,0,0.0,13.35,13.35,双低空白
68,46,113.14625,23.00725,桂城街道,0,,0.0,0.0,4,0.0,0,0.0,11.99,11.99,双低空白
61,82,113.11475,23.16925,狮山镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
64,79,113.12825,23.15575,里水镇,0,,0.0,0.0,5,0.0,0,0.0,13.35,13.35,双低空白
15,59,112.90775,23.06575,丹灶镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
76,55,113.18225,23.04775,桂城街道,0,,0.0,0.0,4,0.0,0,0.0,11.99,11.99,双低空白
66,62,113.13725,23.07925,里水镇,0,,0.0,0.0,5,0.0,0,0.0,13.35,13.35,双低空白
40,83,113.02025,23.17375,狮山镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
72,59,113.16425,23.06575,桂城街道,0,,0.0,0.0,5,0.0,0,0.0,13.35,13.35,双低空白
57,102,113.09675,23.25925,里水镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
31,56,112.97975,23.05225,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
69,87,113.15075,23.19175,里水镇,0,,0.0,0.0,4,0.0,0,0.0,11.99,11.99,双低空白
49,73,113.06075,23.12875,大沥镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
73,53,113.16875,23.03875,桂城街道,0,,0.0,0.0,12,5.0,0,0.0,39.11,39.11,一般地带
65,60,113.13275,23.07025,桂城街道,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
67,73,113.14175,23.12875,大沥镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
47,67,113.05175,23.10175,大沥镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
57,67,113.09675,23.10175,大沥镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
45,88,113.04275,23.19625,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
54,67,113.08325,23.10175,大沥镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
57,66,113.09675,23.09725,大沥镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
60,78,113.11025,23.15125,大沥镇,0,,0.0,0.0,1,0.0,2,0.0,12.41,12.41,双低空白
70,67,113.15525,23.10175,里水镇,0,,0.0,0.0,5,0.0,0,0.0,13.35,13.35,双低空白
24,63,112.94825,23.08375,丹灶镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
52,57,113.07425,23.05675,狮山镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
54,59,113.08325,23.06575,大沥镇,0,,0.0,0.0,8,0.0,0,0.0,16.37,16.37,双低空白
52,85,113.07425,23.18275,大沥镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
68,75,113.14625,23.13775,里水镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
64,69,113.12825,23.11075,里水镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
36,64,113.00225,23.08825,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
54,66,113.08325,23.09725,大沥镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
56,66,113.09225,23.09725,大沥镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
60,71,113.11025,23.11975,大沥镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
46,90,113.04725,23.20525,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
71,62,113.15975,23.07925,大沥镇,0,,0.0,0.0,4,0.0,0,0.0,11.99,11.99,双低空白
36,86,113.00225,23.18725,狮山镇,0,,0.0,0.0,10,0.0,0,0.0,17.86,17.86,双低空白
74,66,113.17325,23.09725,大沥镇,0,,0.0,0.0,7,0.0,0,0.0,15.49,15.49,双低空白
51,59,113.06975,23.06575,大沥镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
45,53,113.04275,23.03875,丹灶镇,0,,0.0,0.0,4,0.0,0,0.0,11.99,11.99,双低空白
67,74,113.14175,23.13325,里水镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
65,93,113.13275,23.21875,里水镇,0,,0.0,0.0,10,0.0,0,0.0,17.86,17.86,双低空白
25,36,112.95275,22.96225,丹灶镇,0,,0.0,0.0,9,0.0,0,0.0,17.15,17.15,双低空白
71,53,113.15975,23.03875,桂城街道,0,,0.0,0.0,5,0.0,0,0.0,13.35,13.35,双低空白
56,63,113.09225,23.08375,大沥镇,0,,0.0,0.0,4,0.0,0,0.0,11.99,11.99,双低空白
68,86,113.14625,23.18725,里水镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
