2026-03-15 20:27:20 | model=qwen3:8b | file=001_南海县志_OCR连续文本.md | chunk=chunk_0000 | entities=3 | relations=0 | elapsed=69.7s
2026-03-16 21:23:49 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0178 | entities=0 | relations=0 | elapsed=2.9s
2026-03-16 21:23:49 | T_0 | model=qwen2.5:7b | file=010_南海市文化艺术志.md | chunk=chunk_0862 | entities=0 | relations=0 | elapsed=2.8s
2026-03-16 21:23:53 | T_1 | model=qwen2.5:7b | file=011_南海市西樵山旅游度假区志.md | chunk=chunk_0175 | entities=4 | relations=0 | elapsed=8.2s
2026-03-16 21:23:54 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0179 | entities=1 | relations=0 | elapsed=5.1s
2026-03-16 21:23:54 | T_0 | model=qwen2.5:7b | file=010_南海市文化艺术志.md | chunk=chunk_0863 | entities=0 | relations=0 | elapsed=5.1s
2026-03-16 21:23:59 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0180 | entities=1 | relations=0 | elapsed=4.8s
2026-03-16 21:23:59 | T_0 | model=qwen2.5:7b | file=010_南海市文化艺术志.md | chunk=chunk_0864 | entities=0 | relations=0 | elapsed=4.8s
2026-03-16 21:24:07 | T_1 | model=qwen2.5:7b | file=011_南海市西樵山旅游度假区志.md | chunk=chunk_0176 | entities=11 | relations=0 | elapsed=13.6s
2026-03-16 21:24:07 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0181 | entities=0 | relations=0 | elapsed=8.4s
2026-03-16 21:24:07 | T_0 | model=qwen2.5:7b | file=010_南海市文化艺术志.md | chunk=chunk_0865 | entities=0 | relations=0 | elapsed=8.4s
2026-03-16 21:24:11 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0182 | entities=0 | relations=0 | elapsed=3.6s
2026-03-16 21:24:11 | T_0 | model=qwen2.5:7b | file=010_南海市文化艺术志.md | chunk=chunk_0866 | entities=0 | relations=0 | elapsed=3.6s
2026-03-16 21:24:14 | T_1 | model=qwen2.5:7b | file=011_南海市西樵山旅游度假区志.md | chunk=chunk_0177 | entities=4 | relations=0 | elapsed=7.5s
2026-03-16 21:24:15 | T_0 | model=qwen2.5:7b | file=010_南海市文化艺术志.md | chunk=chunk_0867 | entities=0 | relations=0 | elapsed=4.6s
2026-03-16 21:24:19 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0183 | entities=2 | relations=1 | elapsed=8.4s
2026-03-16 21:24:19 | T_0 | model=qwen2.5:7b | file=010_南海市文化艺术志.md | chunk=chunk_0868 | entities=0 | relations=0 | elapsed=4.0s
2026-03-16 21:24:22 | T_1 | model=qwen2.5:7b | file=011_南海市西樵山旅游度假区志.md | chunk=chunk_0178 | entities=6 | relations=4 | elapsed=8.0s
2026-03-16 21:24:23 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0184 | entities=1 | relations=0 | elapsed=3.9s
2026-03-16 21:24:23 | T_0 | model=qwen2.5:7b | file=010_南海市文化艺术志.md | chunk=chunk_0869 | entities=0 | relations=0 | elapsed=3.7s
2026-03-16 21:24:29 | T_0 | model=qwen2.5:7b | file=010_南海市文化艺术志.md | chunk=chunk_0870 | entities=0 | relations=0 | elapsed=5.6s
2026-03-16 21:24:33 | T_1 | model=qwen2.5:7b | file=011_南海市西樵山旅游度假区志.md | chunk=chunk_0179 | entities=10 | relations=1 | elapsed=10.8s
2026-03-16 21:24:35 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0185 | entities=3 | relations=0 | elapsed=12.1s
2026-03-16 21:24:35 | T_0 | model=qwen2.5:7b | file=010_南海市文化艺术志.md | chunk=chunk_0871 | entities=0 | relations=0 | elapsed=6.7s
2026-03-16 21:24:39 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0186 | entities=1 | relations=0 | elapsed=3.6s
2026-03-16 21:24:39 | T_0 | model=qwen2.5:7b | file=010_南海市文化艺术志.md | chunk=chunk_0872 | entities=0 | relations=0 | elapsed=3.4s
2026-03-16 21:24:43 | T_1 | model=qwen2.5:7b | file=011_南海市西樵山旅游度假区志.md | chunk=chunk_0180 | entities=10 | relations=0 | elapsed=10.2s
2026-03-16 21:24:53 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0187 | entities=4 | relations=5 | elapsed=14.3s
2026-03-16 21:24:55 | T_0 | model=qwen2.5:7b | file=010_南海市文化艺术志.md | chunk=chunk_0873 | entities=8 | relations=1 | elapsed=16.4s
2026-03-16 21:24:57 | T_1 | model=qwen2.5:7b | file=011_南海市西樵山旅游度假区志.md | chunk=chunk_0181 | entities=4 | relations=0 | elapsed=13.4s
2026-03-16 21:24:57 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0188 | entities=0 | relations=0 | elapsed=4.1s
2026-03-16 21:25:01 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0189 | entities=0 | relations=0 | elapsed=4.0s
2026-03-16 21:25:07 | T_0 | model=qwen2.5:7b | file=010_南海市文化艺术志.md | chunk=chunk_0874 | entities=7 | relations=0 | elapsed=11.5s
2026-03-16 21:25:07 | T_1 | model=qwen2.5:7b | file=011_南海市西樵山旅游度假区志.md | chunk=chunk_0182 | entities=2 | relations=0 | elapsed=10.5s
2026-03-16 21:25:08 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0190 | entities=1 | relations=0 | elapsed=6.9s
2026-03-16 21:25:13 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0191 | entities=1 | relations=0 | elapsed=5.3s
2026-03-16 21:25:16 | T_0 | model=qwen2.5:7b | file=010_南海市文化艺术志.md | chunk=chunk_0875 | entities=7 | relations=0 | elapsed=9.7s
2026-03-16 21:25:18 | T_1 | model=qwen2.5:7b | file=011_南海市西樵山旅游度假区志.md | chunk=chunk_0183 | entities=5 | relations=3 | elapsed=10.9s
2026-03-16 21:25:26 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0192 | entities=3 | relations=3 | elapsed=12.5s
2026-03-16 21:25:28 | T_0 | model=qwen2.5:7b | file=010_南海市文化艺术志.md | chunk=chunk_0876 | entities=4 | relations=0 | elapsed=11.5s
2026-03-16 21:25:30 | T_1 | model=qwen2.5:7b | file=011_南海市西樵山旅游度假区志.md | chunk=chunk_0184 | entities=9 | relations=2 | elapsed=12.3s
2026-03-16 21:25:34 | T_1 | model=qwen2.5:7b | file=011_南海市西樵山旅游度假区志.md | chunk=chunk_0185 | entities=0 | relations=0 | elapsed=3.2s
2026-03-16 21:25:35 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0193 | entities=3 | relations=2 | elapsed=9.6s
2026-03-16 21:25:39 | T_0 | model=qwen2.5:7b | file=010_南海市文化艺术志.md | chunk=chunk_0877 | entities=6 | relations=3 | elapsed=11.0s
2026-03-16 21:25:40 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0194 | entities=0 | relations=0 | elapsed=5.0s
2026-03-16 21:25:41 | T_0 | model=qwen2.5:7b | file=010_南海市文化艺术志.md | chunk=chunk_0878 | entities=0 | relations=0 | elapsed=2.4s
2026-03-16 21:25:44 | T_1 | model=qwen2.5:7b | file=011_南海市西樵山旅游度假区志.md | chunk=chunk_0186 | entities=3 | relations=0 | elapsed=10.8s
2026-03-16 21:25:45 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0195 | entities=1 | relations=0 | elapsed=4.8s
2026-03-16 21:25:51 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0196 | entities=1 | relations=0 | elapsed=6.2s
2026-03-16 21:25:53 | T_0 | model=qwen2.5:7b | file=010_南海市文化艺术志.md | chunk=chunk_0879 | entities=4 | relations=3 | elapsed=11.6s
2026-03-16 21:25:55 | T_1 | model=qwen2.5:7b | file=011_南海市西樵山旅游度假区志.md | chunk=chunk_0187 | entities=6 | relations=0 | elapsed=10.8s
2026-03-16 21:25:57 | T_0 | model=qwen2.5:7b | file=010_南海市文化艺术志.md | chunk=chunk_0880 | entities=0 | relations=0 | elapsed=3.9s
2026-03-16 21:26:02 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0197 | entities=3 | relations=2 | elapsed=10.9s
2026-03-16 21:26:07 | T_1 | model=qwen2.5:7b | file=011_南海市西樵山旅游度假区志.md | chunk=chunk_0188 | entities=7 | relations=1 | elapsed=11.4s
2026-03-16 21:26:10 | T_0 | model=qwen2.5:7b | file=010_南海市文化艺术志.md | chunk=chunk_0881 | entities=4 | relations=0 | elapsed=13.0s
2026-03-16 21:26:16 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0198 | entities=4 | relations=3 | elapsed=13.4s
2026-03-16 21:26:16 | T_0 | model=qwen2.5:7b | file=010_南海市文化艺术志.md | chunk=chunk_0882 | entities=0 | relations=0 | elapsed=6.2s
2026-03-16 21:26:24 | T_1 | model=qwen2.5:7b | file=011_南海市西樵山旅游度假区志.md | chunk=chunk_0189 | entities=13 | relations=12 | elapsed=16.9s
2026-03-16 21:26:24 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0199 | entities=1 | relations=0 | elapsed=8.6s
2026-03-16 21:26:24 | T_0 | model=qwen2.5:7b | file=010_南海市文化艺术志.md | chunk=chunk_0883 | entities=0 | relations=0 | elapsed=8.4s
2026-03-16 21:26:32 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0200 | entities=1 | relations=0 | elapsed=7.8s
2026-03-16 21:26:42 | T_1 | model=qwen2.5:7b | file=011_南海市西樵山旅游度假区志.md | chunk=chunk_0190 | entities=19 | relations=5 | elapsed=18.7s
2026-03-16 21:26:43 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0201 | entities=1 | relations=0 | elapsed=10.9s
2026-03-16 21:26:51 | T_0 | model=qwen2.5:7b | file=010_南海市文化艺术志.md | chunk=chunk_0884 | entities=12 | relations=18 | elapsed=26.2s
2026-03-16 21:27:02 | T_1 | model=qwen2.5:7b | file=011_南海市西樵山旅游度假区志.md | chunk=chunk_0191 | entities=10 | relations=3 | elapsed=19.7s
2026-03-16 21:27:04 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0202 | entities=3 | relations=0 | elapsed=20.6s
2026-03-16 21:27:06 | T_0 | model=qwen2.5:7b | file=010_南海市文化艺术志.md | chunk=chunk_0885 | entities=8 | relations=3 | elapsed=15.7s
2026-03-16 21:27:07 | T_1 | model=qwen2.5:7b | file=011_南海市西樵山旅游度假区志.md | chunk=chunk_0192 | entities=1 | relations=0 | elapsed=5.0s
2026-03-16 21:27:09 | T_0 | model=qwen2.5:7b | file=010_南海市文化艺术志.md | chunk=chunk_0886 | entities=0 | relations=0 | elapsed=2.4s
2026-03-16 21:27:13 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0203 | entities=4 | relations=5 | elapsed=9.1s
2026-03-16 21:27:13 | T_0 | model=qwen2.5:7b | file=010_南海市文化艺术志.md | chunk=chunk_0887 | entities=0 | relations=0 | elapsed=4.3s
2026-03-16 21:27:14 | T_1 | model=qwen2.5:7b | file=011_南海市西樵山旅游度假区志.md | chunk=chunk_0193 | entities=3 | relations=0 | elapsed=7.5s
2026-03-16 21:27:15 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0204 | entities=0 | relations=0 | elapsed=2.5s
2026-03-16 21:27:19 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0205 | entities=1 | relations=0 | elapsed=4.2s
2026-03-16 21:27:20 | T_0 | model=qwen2.5:7b | file=010_南海市文化艺术志.md | chunk=chunk_0888 | entities=2 | relations=0 | elapsed=6.7s
2026-03-16 21:27:26 | T_1 | model=qwen2.5:7b | file=011_南海市西樵山旅游度假区志.md | chunk=chunk_0194 | entities=8 | relations=0 | elapsed=11.2s
2026-03-16 21:27:41 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0206 | entities=3 | relations=3 | elapsed=21.2s
2026-03-16 21:27:52 | T_0 | model=qwen2.5:7b | file=010_南海市文化艺术志.md | chunk=chunk_0889 | entities=25 | relations=0 | elapsed=32.7s
2026-03-16 21:27:57 | T_1 | model=qwen2.5:7b | file=011_南海市西樵山旅游度假区志.md | chunk=chunk_0195 | entities=13 | relations=6 | elapsed=31.6s
2026-03-16 21:27:58 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0207 | entities=1 | relations=0 | elapsed=17.3s
2026-03-16 21:28:13 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0208 | entities=1 | relations=0 | elapsed=15.2s
2026-03-16 21:28:17 | T_0 | model=qwen2.5:7b | file=010_南海市文化艺术志.md | chunk=chunk_0890 | entities=36 | relations=8 | elapsed=24.6s
2026-03-16 21:28:23 | T_1 | model=qwen2.5:7b | file=011_南海市西樵山旅游度假区志.md | chunk=chunk_0196 | entities=11 | relations=0 | elapsed=25.5s
2026-03-16 21:28:23 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0209 | entities=1 | relations=0 | elapsed=10.3s
2026-03-16 21:28:37 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0210 | entities=1 | relations=0 | elapsed=13.4s
2026-03-16 21:28:46 | T_0 | model=qwen2.5:7b | file=010_南海市文化艺术志.md | chunk=chunk_0891 | entities=28 | relations=0 | elapsed=28.8s
2026-03-16 21:28:49 | T_1 | model=qwen2.5:7b | file=011_南海市西樵山旅游度假区志.md | chunk=chunk_0197 | entities=7 | relations=5 | elapsed=26.3s
2026-03-16 21:28:49 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0211 | entities=0 | relations=0 | elapsed=12.6s
2026-03-16 21:28:56 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0212 | entities=0 | relations=0 | elapsed=6.5s
2026-03-16 21:28:58 | T_0 | model=qwen2.5:7b | file=010_南海市文化艺术志.md | chunk=chunk_0892 | entities=12 | relations=5 | elapsed=12.5s
2026-03-16 21:29:01 | T_1 | model=qwen2.5:7b | file=011_南海市西樵山旅游度假区志.md | chunk=chunk_0198 | entities=8 | relations=8 | elapsed=12.4s
2026-03-16 21:29:02 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0213 | entities=0 | relations=0 | elapsed=6.0s
2026-03-16 21:29:23 | T_0 | model=qwen2.5:7b | file=010_南海市文化艺术志.md | chunk=chunk_0893 | entities=29 | relations=0 | elapsed=24.3s
2026-03-16 21:29:32 | T_1 | model=qwen2.5:7b | file=011_南海市西樵山旅游度假区志.md | chunk=chunk_0199 | entities=15 | relations=1 | elapsed=30.7s
2026-03-16 21:29:33 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0214 | entities=2 | relations=2 | elapsed=31.5s
2026-03-16 21:29:43 | T_1 | model=qwen2.5:7b | file=011_南海市西樵山旅游度假区志.md | chunk=chunk_0200 | entities=0 | relations=0 | elapsed=11.0s
2026-03-16 21:29:44 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0215 | entities=1 | relations=0 | elapsed=10.4s
2026-03-16 21:29:58 | T_0 | model=qwen2.5:7b | file=010_南海市文化艺术志.md | chunk=chunk_0894 | entities=30 | relations=29 | elapsed=35.4s
2026-03-16 21:30:14 | T_1 | model=qwen2.5:7b | file=011_南海市西樵山旅游度假区志.md | chunk=chunk_0201 | entities=10 | relations=1 | elapsed=30.6s
2026-03-16 21:30:14 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0216 | entities=2 | relations=1 | elapsed=30.7s
2026-03-16 21:30:19 | T_0 | model=qwen2.5:7b | file=010_南海市文化艺术志.md | chunk=chunk_0895 | entities=22 | relations=9 | elapsed=21.2s
2026-03-16 21:30:22 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0217 | entities=1 | relations=0 | elapsed=8.0s
2026-03-16 21:30:33 | T_1 | model=qwen2.5:7b | file=011_南海市西樵山旅游度假区志.md | chunk=chunk_0202 | entities=10 | relations=7 | elapsed=19.3s
2026-03-16 21:30:34 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0218 | entities=1 | relations=0 | elapsed=11.4s
2026-03-16 21:30:42 | T_0 | model=qwen2.5:7b | file=010_南海市文化艺术志.md | chunk=chunk_0896 | entities=21 | relations=0 | elapsed=22.7s
2026-03-16 21:30:44 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0219 | entities=0 | relations=0 | elapsed=9.8s
2026-03-16 21:30:47 | T_1 | model=qwen2.5:7b | file=011_南海市西樵山旅游度假区志.md | chunk=chunk_0203 | entities=3 | relations=2 | elapsed=14.3s
2026-03-16 21:30:48 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0220 | entities=0 | relations=0 | elapsed=4.2s
2026-03-16 21:30:49 | T_0 | model=qwen2.5:7b | file=010_南海市文化艺术志.md | chunk=chunk_0897 | entities=5 | relations=0 | elapsed=7.1s
2026-03-16 21:30:52 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0221 | entities=0 | relations=0 | elapsed=4.7s
2026-03-16 21:31:00 | T_1 | model=qwen2.5:7b | file=011_南海市西樵山旅游度假区志.md | chunk=chunk_0204 | entities=7 | relations=6 | elapsed=12.4s
2026-03-16 21:31:00 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0222 | entities=0 | relations=0 | elapsed=7.7s
2026-03-16 21:31:04 | T_0 | model=qwen2.5:7b | file=010_南海市文化艺术志.md | chunk=chunk_0898 | entities=11 | relations=0 | elapsed=15.3s
2026-03-16 21:31:07 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0223 | entities=0 | relations=0 | elapsed=6.5s
2026-03-16 21:31:16 | T_1 | model=qwen2.5:7b | file=011_南海市西樵山旅游度假区志.md | chunk=chunk_0205 | entities=7 | relations=5 | elapsed=16.1s
2026-03-16 21:31:16 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0224 | entities=0 | relations=0 | elapsed=9.5s
2026-03-16 21:31:23 | T_0 | model=qwen2.5:7b | file=010_南海市文化艺术志.md | chunk=chunk_0899 | entities=26 | relations=0 | elapsed=18.9s
2026-03-16 21:31:28 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0225 | entities=0 | relations=0 | elapsed=11.7s
2026-03-16 21:31:46 | T_1 | model=qwen2.5:7b | file=011_南海市西樵山旅游度假区志.md | chunk=chunk_0206 | entities=16 | relations=0 | elapsed=30.5s
2026-03-16 21:31:47 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0226 | entities=0 | relations=0 | elapsed=18.9s
2026-03-16 21:31:49 | T_0 | model=qwen2.5:7b | file=010_南海市文化艺术志.md | chunk=chunk_0900 | entities=5 | relations=0 | elapsed=26.0s
2026-03-16 21:31:57 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0227 | entities=0 | relations=0 | elapsed=10.2s
2026-03-16 21:32:19 | T_1 | model=qwen2.5:7b | file=011_南海市西樵山旅游度假区志.md | chunk=chunk_0207 | entities=24 | relations=40 | elapsed=32.5s
2026-03-16 21:32:29 | T_0 | model=qwen2.5:7b | file=010_南海市文化艺术志.md | chunk=chunk_0901 | entities=23 | relations=22 | elapsed=39.7s
2026-03-16 21:32:29 | T_1 | model=qwen2.5:7b | file=011_南海市西樵山旅游度假区志.md | chunk=chunk_0208 | entities=0 | relations=0 | elapsed=10.3s
2026-03-16 21:32:30 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0228 | entities=3 | relations=2 | elapsed=33.6s
2026-03-16 21:32:38 | T_1 | model=qwen2.5:7b | file=011_南海市西樵山旅游度假区志.md | chunk=chunk_0209 | entities=0 | relations=0 | elapsed=9.0s
2026-03-16 21:32:38 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0229 | entities=0 | relations=0 | elapsed=7.8s
2026-03-16 21:32:51 | T_0 | model=qwen2.5:7b | file=010_南海市文化艺术志.md | chunk=chunk_0902 | entities=24 | relations=0 | elapsed=22.0s
2026-03-16 21:32:54 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0230 | entities=1 | relations=0 | elapsed=16.0s
2026-03-16 21:33:05 | T_1 | model=qwen2.5:7b | file=011_南海市西樵山旅游度假区志.md | chunk=chunk_0210 | entities=9 | relations=3 | elapsed=27.0s
2026-03-16 21:33:14 | T_0 | model=qwen2.5:7b | file=010_南海市文化艺术志.md | chunk=chunk_0903 | entities=21 | relations=18 | elapsed=23.3s
2026-03-16 21:33:17 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0231 | entities=5 | relations=2 | elapsed=23.2s
2026-03-16 21:33:23 | T_1 | model=qwen2.5:7b | file=011_南海市西樵山旅游度假区志.md | chunk=chunk_0211 | entities=4 | relations=0 | elapsed=18.0s
2026-03-16 21:33:24 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0232 | entities=1 | relations=0 | elapsed=6.5s
2026-03-16 21:33:28 | T_0 | model=qwen2.5:7b | file=010_南海市文化艺术志.md | chunk=chunk_0904 | entities=12 | relations=3 | elapsed=13.5s
2026-03-16 21:33:28 | T_1 | model=qwen2.5:7b | file=011_南海市西樵山旅游度假区志.md | chunk=chunk_0212 | entities=0 | relations=0 | elapsed=4.8s
2026-03-16 21:33:28 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0233 | entities=1 | relations=0 | elapsed=4.5s
2026-03-16 21:33:32 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0234 | entities=1 | relations=0 | elapsed=4.0s
2026-03-16 21:33:35 | T_0 | model=qwen2.5:7b | file=010_南海市文化艺术志.md | chunk=chunk_0905 | entities=3 | relations=0 | elapsed=6.9s
2026-03-16 21:33:36 | T_1 | model=qwen2.5:7b | file=011_南海市西樵山旅游度假区志.md | chunk=chunk_0213 | entities=3 | relations=0 | elapsed=7.8s
2026-03-16 21:33:51 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0235 | entities=5 | relations=4 | elapsed=18.7s
2026-03-16 21:34:00 | T_0 | model=qwen2.5:7b | file=010_南海市文化艺术志.md | chunk=chunk_0906 | entities=34 | relations=11 | elapsed=25.3s
2026-03-16 21:34:01 | T_1 | model=qwen2.5:7b | file=011_南海市西樵山旅游度假区志.md | chunk=chunk_0214 | entities=4 | relations=3 | elapsed=25.5s
2026-03-16 21:34:02 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0236 | entities=1 | relations=0 | elapsed=10.8s
2026-03-16 21:34:15 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0237 | entities=1 | relations=0 | elapsed=12.8s
2026-03-16 21:34:21 | T_0 | model=qwen2.5:7b | file=010_南海市文化艺术志.md | chunk=chunk_0907 | entities=34 | relations=15 | elapsed=20.8s
2026-03-16 21:34:24 | T_1 | model=qwen2.5:7b | file=011_南海市西樵山旅游度假区志.md | chunk=chunk_0215 | entities=11 | relations=6 | elapsed=22.7s
2026-03-16 21:34:25 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0238 | entities=1 | relations=0 | elapsed=9.9s
2026-03-16 21:34:37 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0239 | entities=0 | relations=0 | elapsed=12.7s
2026-03-16 21:34:50 | T_0 | model=qwen2.5:7b | file=010_南海市文化艺术志.md | chunk=chunk_0908 | entities=40 | relations=0 | elapsed=28.8s
2026-03-16 21:34:52 | T_1 | model=qwen2.5:7b | file=011_南海市西樵山旅游度假区志.md | chunk=chunk_0216 | entities=7 | relations=7 | elapsed=28.1s
2026-03-16 21:34:53 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0240 | entities=1 | relations=0 | elapsed=15.4s
2026-03-16 21:35:19 | T_0 | model=qwen2.5:7b | file=010_南海市文化艺术志.md | chunk=chunk_0909 | entities=40 | relations=12 | elapsed=29.5s
2026-03-16 21:35:21 | T_1 | model=qwen2.5:7b | file=011_南海市西樵山旅游度假区志.md | chunk=chunk_0217 | entities=4 | relations=0 | elapsed=28.4s
2026-03-16 21:35:21 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0241 | entities=2 | relations=1 | elapsed=28.3s
2026-03-16 21:35:42 | T_0 | model=qwen2.5:7b | file=010_南海市文化艺术志.md | chunk=chunk_0910 | entities=39 | relations=11 | elapsed=22.9s
2026-03-16 21:35:45 | T_1 | model=qwen2.5:7b | file=011_南海市西樵山旅游度假区志.md | chunk=chunk_0218 | entities=10 | relations=7 | elapsed=24.7s
2026-03-16 21:35:47 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0242 | entities=5 | relations=4 | elapsed=26.1s
2026-03-16 21:36:04 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0243 | entities=0 | relations=0 | elapsed=17.3s
2026-03-16 21:36:17 | T_0 | model=qwen2.5:7b | file=010_南海市文化艺术志.md | chunk=chunk_0911 | entities=35 | relations=27 | elapsed=35.4s
2026-03-16 21:36:26 | T_1 | model=qwen2.5:7b | file=011_南海市西樵山旅游度假区志.md | chunk=chunk_0219 | entities=25 | relations=8 | elapsed=41.2s
2026-03-16 21:36:27 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0244 | entities=1 | relations=0 | elapsed=22.6s
2026-03-16 21:36:35 | T_2 | model=qwen2.5:7b | file=012_南海文史资料_邹伯奇.md | chunk=chunk_0245 | entities=1 | relations=0 | elapsed=7.7s
2026-03-16 21:36:46 | T_0 | model=qwen2.5:7b | file=010_南海市文化艺术志.md | chunk=chunk_0912 | entities=21 | relations=5 | elapsed=28.3s
2026-03-16 21:36:47 | T_1 | model=qwen2.5:7b | file=011_南海市西樵山旅游度假区志.md | chunk=chunk_0220 | entities=2 | relations=0 | elapsed=20.6s
